W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.305,-0.45,-2.154067938,0.575,0.014,0.390865486,0.009516725,CLAS omega
2.305,-0.35,-2.006958505,0.6199,0.0145,0.421386983,0.009856608,CLAS omega
2.305,-0.25,-1.859849072,0.7355,0.0159,0.49996794,0.01080828,CLAS omega
2.305,-0.15,-1.712739639,0.8202,0.0168,0.557544125,0.01142007,CLAS omega
2.305,-0.05,-1.565630207,0.9531,0.0185,0.647885035,0.012575672,CLAS omega
2.305,0.05,-1.418520774,0.9147,0.0189,0.621782018,0.012847579,CLAS omega
2.305,0.15,-1.271411341,0.8159,0.0174,0.554621131,0.01182793,CLAS omega
2.305,0.25,-1.124301908,0.7722,0.0171,0.524915354,0.011624,CLAS omega
2.305,0.35,-0.977192476,0.8471,0.0183,0.575829832,0.012439719,CLAS omega
2.305,0.45,-0.830083043,1.074,0.021,0.730068752,0.014275087,CLAS omega
2.305,0.55,-0.68297361,1.667,0.028,1.133170027,0.01903345,CLAS omega
2.305,0.65,-0.535864177,2.394,0.032,1.627359956,0.021752514,CLAS omega
2.305,0.75,-0.388754744,4.133,0.044,2.80947314,0.029909707,CLAS omega
2.305,0.85,-0.241645312,9.279,0.091,6.307549301,0.061858712,CLAS omega
2.305,0.91,-0.153379652,16.6,0.606,11.28411665,0.411938234,CLAS omega
2.315,-0.84,-2.770367624,0.8898,0.0351,0.595381455,0.023486052,CLAS omega
2.315,-0.75,-2.635862258,0.9378,0.0191,0.627499133,0.012780159,CLAS omega
2.315,-0.65,-2.486411853,0.7986,0.0168,0.534357867,0.011241187,CLAS omega
2.315,-0.55,-2.336961447,0.6141,0.0145,0.410905542,0.009702215,CLAS omega
2.315,-0.45,-2.187511041,0.5295,0.0134,0.354298135,0.008966185,CLAS omega
2.315,-0.35,-2.038060635,0.5488,0.0133,0.367212118,0.008899273,CLAS omega
2.315,-0.25,-1.88861023,0.6307,0.0142,0.422012906,0.00950148,CLAS omega
2.315,-0.15,-1.739159824,0.7447,0.0155,0.498292391,0.010371334,CLAS omega
2.315,-0.05,-1.589709418,0.7819,0.0158,0.523183591,0.010572069,CLAS omega
2.315,0.05,-1.440259012,0.8046,0.0171,0.538372576,0.011441923,CLAS omega
2.315,0.15,-1.290808607,0.7461,0.016,0.499229157,0.010705893,CLAS omega
2.315,0.25,-1.141358201,0.729,0.0166,0.487787234,0.011107364,CLAS omega
2.315,0.35,-0.991907795,0.752,0.0171,0.503176954,0.011441923,CLAS omega
2.315,0.45,-0.842457389,1.031,0.021,0.689860957,0.014051484,CLAS omega
2.315,0.55,-0.693006984,1.454,0.025,0.972897994,0.016727957,CLAS omega
2.315,0.65,-0.543556578,2.115,0.03,1.415185184,0.020073549,CLAS omega
2.315,0.75,-0.394106172,4.043,0.044,2.705245248,0.029441205,CLAS omega
2.315,0.85,-0.244655766,9.343,0.097,6.251572188,0.064904474,CLAS omega
2.315,0.91,-0.154985523,16.83,0.595,11.26126083,0.398125383,CLAS omega
2.325,-0.84,-2.813115435,0.8182,0.0288,0.538998669,0.018972332,CLAS omega
2.325,-0.75,-2.676495432,0.9551,0.0191,0.62918312,0.012582345,CLAS omega
2.325,-0.65,-2.524695428,0.7787,0.016,0.512977589,0.010540184,CLAS omega
2.325,-0.55,-2.372895424,0.5891,0.0139,0.388076407,0.009156785,CLAS omega
2.325,-0.45,-2.22109542,0.5081,0.0133,0.334716724,0.008761528,CLAS omega
2.325,-0.35,-2.069295417,0.5096,0.0129,0.335704866,0.008498024,CLAS omega
2.325,-0.25,-1.917495413,0.5798,0.014,0.381949924,0.009222661,CLAS omega
2.325,-0.15,-1.765695409,0.7125,0.0156,0.469367577,0.01027668,CLAS omega
2.325,-0.05,-1.613895405,0.7613,0.0155,0.501515139,0.010210803,CLAS omega
2.325,0.05,-1.462095401,0.7926,0.0166,0.522134374,0.010935441,CLAS omega
2.325,0.15,-1.310295397,0.7483,0.0161,0.492951239,0.01060606,CLAS omega
2.325,0.25,-1.158495394,0.7035,0.0159,0.463438723,0.010474308,CLAS omega
2.325,0.35,-1.00669539,0.8114,0.0182,0.534519091,0.01198946,CLAS omega
2.325,0.45,-0.854895386,0.9971,0.0201,0.656851103,0.013241106,CLAS omega
2.325,0.55,-0.703095382,1.438,0.025,0.947299054,0.016469038,CLAS omega
2.325,0.65,-0.551295378,2.165,0.03,1.426218673,0.019762845,CLAS omega
2.325,0.75,-0.399495374,3.91,0.042,2.575757511,0.027667983,CLAS omega
2.325,0.85,-0.24769537,9.019,0.094,5.941370074,0.061923582,CLAS omega
2.325,0.91,-0.156615368,19.62,0.679,12.92490086,0.447299066,CLAS omega
2.335,-0.84,-2.856038657,0.762,0.031,0.494297124,0.020109201,CLAS omega
2.335,-0.75,-2.717296195,0.9169,0.0192,0.594778259,0.012454731,CLAS omega
2.335,-0.65,-2.563137904,0.7308,0.0158,0.474058187,0.010249205,CLAS omega
2.335,-0.55,-2.408979613,0.5429,0.0134,0.352170484,0.008692364,CLAS omega
2.335,-0.45,-2.254821321,0.455,0.0123,0.29515117,0.007978812,CLAS omega
2.335,-0.35,-2.10066303,0.4824,0.0122,0.312925109,0.007913943,CLAS omega
2.335,-0.25,-1.946504739,0.5892,0.0139,0.382204548,0.009016706,CLAS omega
2.335,-0.15,-1.792346448,0.6352,0.014,0.412044007,0.009081574,CLAS omega
2.335,-0.05,-1.638188157,0.7075,0.0151,0.458943852,0.009795127,CLAS omega
2.335,0.05,-1.484029866,0.7019,0.0154,0.455311223,0.009989732,CLAS omega
2.335,0.15,-1.329871575,0.6747,0.0151,0.437667021,0.009795127,CLAS omega
2.335,0.25,-1.175713284,0.6525,0.0154,0.423266238,0.009989732,CLAS omega
2.335,0.35,-1.021554993,0.7208,0.017,0.467571348,0.011027626,CLAS omega
2.335,0.45,-0.867396702,1.015,0.021,0.658414149,0.013622362,CLAS omega
2.335,0.55,-0.71323841,1.393,0.026,0.903616659,0.016865781,CLAS omega
2.335,0.65,-0.559080119,2.125,0.031,1.378453267,0.020109201,CLAS omega
2.335,0.75,-0.404921828,3.891,0.045,2.524029017,0.029190775,CLAS omega
2.335,0.85,-0.250763537,8.813,0.1,5.716851126,0.064868389,CLAS omega
2.335,0.91,-0.158268563,15.48,0.515,10.04162662,0.334072204,CLAS omega
2.345,-0.84,-2.899137755,0.7568,0.0294,0.483500025,0.018782903,CLAS omega
2.345,-0.75,-2.75826496,0.7801,0.0173,0.498385795,0.011052524,CLAS omega
2.345,-0.65,-2.601739632,0.7024,0.0157,0.448745266,0.010030326,CLAS omega
2.345,-0.55,-2.445214304,0.4816,0.0123,0.307681834,0.007858153,CLAS omega
2.345,-0.45,-2.288688976,0.4415,0.0121,0.282062977,0.007730378,CLAS omega
2.345,-0.35,-2.132163647,0.4117,0.011,0.263024525,0.007027617,CLAS omega
2.345,-0.25,-1.975638319,0.4982,0.0121,0.318287146,0.007730378,CLAS omega
2.345,-0.15,-1.819112991,0.6043,0.0138,0.386071703,0.008816465,CLAS omega
2.345,-0.05,-1.662587663,0.6663,0.0146,0.425681906,0.009327564,CLAS omega
2.345,0.05,-1.506062335,0.6753,0.0153,0.431431774,0.009774776,CLAS omega
2.345,0.15,-1.349537007,0.6354,0.0149,0.405940692,0.009519226,CLAS omega
2.345,0.25,-1.193011679,0.5877,0.0142,0.375466391,0.009072014,CLAS omega
2.345,0.35,-1.036486351,0.6924,0.0168,0.442356524,0.010733087,CLAS omega
2.345,0.45,-0.879961023,0.9405,0.0196,0.600861223,0.012521935,CLAS omega
2.345,0.55,-0.723435695,1.24,0.023,0.792204058,0.014694108,CLAS omega
2.345,0.65,-0.566910367,2.003,0.028,1.279665103,0.017888479,CLAS omega
2.345,0.75,-0.410385039,3.541,0.041,2.262253684,0.026193844,CLAS omega
2.345,0.85,-0.253859711,8.78,0.093,5.609315828,0.059415304,CLAS omega
2.345,0.91,-0.159944514,13.64,0.456,8.714244636,0.291326654,CLAS omega
2.355,-0.84,-2.94241317,0.8263,0.0346,0.520008752,0.02177454,CLAS omega
2.355,-0.75,-2.799402115,0.8373,0.0172,0.526931294,0.010824338,CLAS omega
2.355,-0.65,-2.640500943,0.7249,0.0154,0.456195503,0.009691558,CLAS omega
2.355,-0.55,-2.481599771,0.5615,0.0136,0.353364292,0.008558779,CLAS omega
2.355,-0.45,-2.3226986,0.444,0.012,0.279418959,0.007551864,CLAS omega
2.355,-0.35,-2.163797428,0.4789,0.0127,0.301382296,0.007992389,CLAS omega
2.355,-0.25,-2.004896256,0.5345,0.0135,0.336372598,0.008495847,CLAS omega
2.355,-0.15,-1.845995084,0.616,0.0146,0.387662339,0.009188101,CLAS omega
2.355,-0.05,-1.687093912,0.6669,0.0148,0.419694828,0.009313965,CLAS omega
2.355,0.05,-1.528192741,0.6915,0.0159,0.435176149,0.010006219,CLAS omega
2.355,0.15,-1.369291569,0.625,0.0148,0.393326237,0.009313965,CLAS omega
2.355,0.25,-1.210390397,0.6086,0.0146,0.383005357,0.009188101,CLAS omega
2.355,0.35,-1.051489225,0.6959,0.0163,0.437945166,0.010257948,CLAS omega
2.355,0.45,-0.892588053,0.9876,0.0197,0.621518387,0.012397643,CLAS omega
2.355,0.55,-0.733686882,1.361,0.024,0.856507214,0.015103728,CLAS omega
2.355,0.65,-0.57478571,2.198,0.03,1.383249711,0.018879659,CLAS omega
2.355,0.75,-0.415884538,3.929,0.042,2.472606058,0.026431523,CLAS omega
2.355,0.85,-0.256983366,8.863,0.089,5.577680705,0.056009656,CLAS omega
2.355,0.91,-0.161642663,13.67,0.417,8.602831462,0.262427266,CLAS omega
2.365,-0.84,-2.985865316,0.8003,0.0434,0.496199678,0.026908742,CLAS omega
2.365,-0.75,-2.840708027,0.7948,0.0178,0.492789584,0.011036304,CLAS omega
2.365,-0.65,-2.679422151,0.6931,0.0158,0.429733846,0.00979627,CLAS omega
2.365,-0.55,-2.518136274,0.5096,0.0131,0.31596071,0.008122224,CLAS omega
2.365,-0.45,-2.356850398,0.4201,0.0123,0.26046918,0.00762621,CLAS omega
2.365,-0.35,-2.195564521,0.4075,0.0113,0.252656965,0.007006193,CLAS omega
2.365,-0.25,-2.034278644,0.495,0.0128,0.30690846,0.007936219,CLAS omega
2.365,-0.15,-1.872992768,0.5665,0.0138,0.351239682,0.008556236,CLAS omega
2.365,-0.05,-1.711706891,0.6431,0.0149,0.398732991,0.009238255,CLAS omega
2.365,0.05,-1.550421015,0.654,0.0154,0.405491178,0.009548263,CLAS omega
2.365,0.15,-1.389135138,0.5928,0.0146,0.367546132,0.00905225,CLAS omega
2.365,0.25,-1.227849262,0.6221,0.0155,0.385712632,0.009610265,CLAS omega
2.365,0.35,-1.066563385,0.6918,0.0169,0.428927824,0.010478289,CLAS omega
2.365,0.45,-0.905277509,0.9403,0.0201,0.583002071,0.012462344,CLAS omega
2.365,0.55,-0.743991632,1.319,0.025,0.817802543,0.015500427,CLAS omega
2.365,0.65,-0.582705755,2.045,0.03,1.267934951,0.018600513,CLAS omega
2.365,0.75,-0.421419879,3.603,0.042,2.233921579,0.026040718,CLAS omega
2.365,0.85,-0.260134002,9.275,0.1,5.750658519,0.062001709,CLAS omega
2.365,0.91,-0.163362476,15.99,0.496,9.914073285,0.307528477,CLAS omega
2.375,-0.84,-3.029494587,0.6609,0.0281,0.403776909,0.017167697,CLAS omega
2.375,-0.75,-2.882183042,0.7937,0.0177,0.48491108,0.010813816,CLAS omega
2.375,-0.65,-2.718503549,0.6547,0.0144,0.399989019,0.008797681,CLAS omega
2.375,-0.55,-2.554824055,0.456,0.0114,0.278593237,0.006964831,CLAS omega
2.375,-0.45,-2.391144562,0.4041,0.0115,0.246884928,0.007025926,CLAS omega
2.375,-0.35,-2.227465068,0.3926,0.0108,0.239859002,0.006598261,CLAS omega
2.375,-0.25,-2.063785575,0.4654,0.0117,0.284336168,0.007148116,CLAS omega
2.375,-0.15,-1.900106081,0.5464,0.0129,0.333823125,0.007881256,CLAS omega
2.375,-0.05,-1.736426588,0.6134,0.014,0.37475678,0.008553301,CLAS omega
2.375,0.05,-1.572747094,0.6152,0.0143,0.37585649,0.008736586,CLAS omega
2.375,0.15,-1.4090676,0.6179,0.0145,0.377506056,0.008858776,CLAS omega
2.375,0.25,-1.245388107,0.5807,0.0141,0.354778713,0.008614396,CLAS omega
2.375,0.35,-1.081708613,0.6793,0.016,0.415018391,0.009775201,CLAS omega
2.375,0.45,-0.91802912,0.9443,0.0195,0.576920162,0.011913527,CLAS omega
2.375,0.55,-0.754349626,1.315,0.024,0.803399358,0.014662802,CLAS omega
2.375,0.65,-0.590670133,2.125,0.03,1.298268924,0.018328502,CLAS omega
2.375,0.75,-0.426990639,3.62,0.042,2.211639297,0.025659903,CLAS omega
2.375,0.85,-0.263311146,8.293,0.087,5.06660903,0.053152657,CLAS omega
2.375,0.91,-0.165103449,16.94,0.516,10.34949439,0.315250242,CLAS omega
2.385,-0.84,-3.073301351,0.599,0.0358,0.360665059,0.021555608,CLAS omega
2.385,-0.75,-2.923827486,0.6635,0.0164,0.39950128,0.009874636,CLAS omega
2.385,-0.65,-2.757745415,0.5685,0.014,0.342300644,0.008429567,CLAS omega
2.385,-0.55,-2.591663344,0.4273,0.0117,0.257282437,0.00704471,CLAS omega
2.385,-0.45,-2.425581272,0.3509,0.0107,0.211281084,0.006442598,CLAS omega
2.385,-0.35,-2.259499201,0.3357,0.0102,0.202128982,0.006141542,CLAS omega
2.385,-0.25,-2.09341713,0.3979,0.0112,0.239580345,0.006743654,CLAS omega
2.385,-0.15,-1.927335059,0.4355,0.0113,0.262219755,0.006803865,CLAS omega
2.385,-0.05,-1.761252987,0.5074,0.0127,0.305511604,0.007646822,CLAS omega
2.385,0.05,-1.595170916,0.5415,0.0141,0.326043622,0.008489779,CLAS omega
2.385,0.15,-1.429088845,0.515,0.0135,0.310087655,0.008128511,CLAS omega
2.385,0.25,-1.263006773,0.4874,0.013,0.293469365,0.007827455,CLAS omega
2.385,0.35,-1.096924702,0.5675,0.0146,0.341698532,0.008790834,CLAS omega
2.385,0.45,-0.930842631,0.8238,0.0183,0.496019825,0.011018649,CLAS omega
2.385,0.55,-0.764760559,1.118,0.022,0.673161161,0.013246463,CLAS omega
2.385,0.65,-0.598678488,1.734,0.027,1.044062123,0.016257023,CLAS omega
2.385,0.75,-0.432596417,3.073,0.037,1.850290026,0.022278142,CLAS omega
2.385,0.85,-0.266514345,7.381,0.085,4.444188311,0.051179516,CLAS omega
2.385,0.91,-0.166865103,15.58,0.489,9.380904199,0.294432744,CLAS omega
2.395,-0.84,-3.117285958,0.6241,0.0477,0.370399703,0.028309671,CLAS omega
2.395,-0.75,-2.965641667,0.6207,0.0158,0.368381822,0.009377208,CLAS omega
2.395,-0.65,-2.797148011,0.5559,0.0142,0.329923401,0.008427617,CLAS omega
2.395,-0.55,-2.628654356,0.4053,0.0114,0.240543181,0.006765833,CLAS omega
2.395,-0.45,-2.4601607,0.3191,0.0102,0.189383985,0.00605364,CLAS omega
2.395,-0.35,-2.291667044,0.3358,0.0104,0.199295337,0.006172339,CLAS omega
2.395,-0.25,-2.123173388,0.3881,0.0113,0.230335082,0.006706484,CLAS omega
2.395,-0.15,-1.954679732,0.447,0.0121,0.265291888,0.007181279,CLAS omega
2.395,-0.05,-1.786186076,0.4705,0.0123,0.279239,0.007299978,CLAS omega
2.395,0.05,-1.617692421,0.4971,0.0133,0.295025945,0.007893472,CLAS omega
2.395,0.15,-1.449198765,0.4878,0.013,0.289506449,0.007715424,CLAS omega
2.395,0.25,-1.280705109,0.4874,0.013,0.289269051,0.007715424,CLAS omega
2.395,0.35,-1.112211453,0.5814,0.015,0.345057502,0.008902412,CLAS omega
2.395,0.45,-0.943717797,0.8212,0.0188,0.487377401,0.01115769,CLAS omega
2.395,0.55,-0.775224141,1.092,0.023,0.648095618,0.013650366,CLAS omega
2.395,0.65,-0.606730486,1.638,0.028,0.972143427,0.016617836,CLAS omega
2.395,0.75,-0.43823683,3.033,0.04,1.800067774,0.023739766,CLAS omega
2.395,0.85,-0.269743174,7.108,0.088,4.218556458,0.052227486,CLAS omega
2.405,-0.84,-3.161448738,0.6022,0.0544,0.352340344,0.031828819,CLAS omega
2.405,-0.75,-3.007625876,0.5803,0.0156,0.339526904,0.009127382,CLAS omega
2.405,-0.65,-2.836711585,0.4807,0.0129,0.281252081,0.007547643,CLAS omega
2.405,-0.55,-2.665797295,0.4004,0.0118,0.234269468,0.006904045,CLAS omega
2.405,-0.45,-2.494883004,0.3378,0.0111,0.197642923,0.006494483,CLAS omega
2.405,-0.35,-2.323968713,0.3049,0.0096,0.178393509,0.00561685,CLAS omega
2.405,-0.25,-2.153054422,0.3652,0.011,0.21367435,0.006435974,CLAS omega
2.405,-0.15,-1.982140131,0.4177,0.012,0.244391501,0.007021063,CLAS omega
2.405,-0.05,-1.811225841,0.4672,0.0128,0.273353385,0.007489134,CLAS omega
2.405,0.05,-1.64031155,0.4947,0.0132,0.289443321,0.007723169,CLAS omega
2.405,0.15,-1.469397259,0.4403,0.0122,0.257614503,0.007138081,CLAS omega
2.405,0.25,-1.298482968,0.4817,0.013,0.28183717,0.007606152,CLAS omega
2.405,0.35,-1.127568677,0.5783,0.0151,0.338356727,0.008834838,CLAS omega
2.405,0.45,-0.956654387,0.7648,0.0179,0.447475747,0.010473086,CLAS omega
2.405,0.55,-0.785740096,1.069,0.023,0.625459694,0.013457037,CLAS omega
2.405,0.65,-0.614825805,1.652,0.028,0.966566337,0.01638248,CLAS omega
2.405,0.75,-0.443911514,3.015,0.041,1.764042074,0.023988632,CLAS omega
2.405,0.85,-0.272997223,7.058,0.091,4.12955521,0.053243061,CLAS omega
2.405,0.92,-0.15335722,23.97,3.931,14.0245733,2.299983215,CLAS omega
2.415,-0.84,-3.205790004,0.5361,0.0607,0.309269398,0.035017072,CLAS omega
2.415,-0.75,-3.049780388,0.6074,0.0152,0.350401478,0.00876869,CLAS omega
2.415,-0.65,-2.87643637,0.4857,0.0123,0.280194267,0.007095716,CLAS omega
2.415,-0.55,-2.703092353,0.391,0.0111,0.225563019,0.006403451,CLAS omega
2.415,-0.45,-2.529748335,0.3119,0.0098,0.179931217,0.005653498,CLAS omega
2.415,-0.35,-2.356404318,0.2937,0.0095,0.169431864,0.005480431,CLAS omega
2.415,-0.25,-2.1830603,0.3516,0.0105,0.202833651,0.006057319,CLAS omega
2.415,-0.15,-2.009716283,0.3977,0.0112,0.229428166,0.00646114,CLAS omega
2.415,-0.05,-1.836372265,0.4194,0.0112,0.241946625,0.00646114,CLAS omega
2.415,0.05,-1.663028247,0.4106,0.0118,0.236870015,0.006807273,CLAS omega
2.415,0.15,-1.48968423,0.4145,0.0116,0.239119876,0.006691895,CLAS omega
2.415,0.25,-1.316340212,0.4522,0.0125,0.260868535,0.007211094,CLAS omega
2.415,0.35,-1.142996195,0.5479,0.0143,0.316076671,0.008249492,CLAS omega
2.415,0.45,-0.969652177,0.7451,0.0173,0.429838889,0.009980154,CLAS omega
2.415,0.55,-0.79630816,1.034,0.022,0.596501693,0.012691525,CLAS omega
2.415,0.65,-0.622964142,1.589,0.026,0.916674266,0.014999075,CLAS omega
2.415,0.75,-0.449620124,2.889,0.038,1.666628039,0.021921726,CLAS omega
2.415,0.85,-0.276276107,7.433,0.096,4.288004919,0.055381202,CLAS omega
2.415,0.92,-0.154935295,54.56,7.676,31.47498296,4.428188586,CLAS omega
2.425,-0.84,-3.250310051,0.4741,0.0502,0.269707728,0.028557958,CLAS omega
2.425,-0.75,-3.092105463,0.5552,0.014,0.31584419,0.007964371,CLAS omega
2.425,-0.65,-2.916322587,0.5251,0.0131,0.298720793,0.007452376,CLAS omega
2.425,-0.55,-2.740539712,0.4033,0.0112,0.229430767,0.006371497,CLAS omega
2.425,-0.45,-2.564756836,0.3128,0.0099,0.177946799,0.005631948,CLAS omega
2.425,-0.35,-2.388973961,0.2873,0.009,0.163440266,0.005119953,CLAS omega
2.425,-0.25,-2.213191085,0.3191,0.0097,0.181530766,0.005518171,CLAS omega
2.425,-0.15,-2.03740821,0.378,0.0106,0.215038011,0.006030166,CLAS omega
2.425,-0.05,-1.861625334,0.4196,0.0113,0.23870357,0.006428385,CLAS omega
2.425,0.05,-1.685842459,0.4253,0.0117,0.241946207,0.006655938,CLAS omega
2.425,0.15,-1.510059583,0.3943,0.0109,0.224310815,0.006200832,CLAS omega
2.425,0.25,-1.334276708,0.4389,0.0117,0.249683024,0.006655938,CLAS omega
2.425,0.35,-1.158493832,0.5282,0.0136,0.300484332,0.007736817,CLAS omega
2.425,0.45,-0.982710957,0.7623,0.0171,0.43365999,0.00972791,CLAS omega
2.425,0.55,-0.806928081,1.042,0.021,0.592776741,0.011946556,CLAS omega
2.425,0.65,-0.631145206,1.657,0.027,0.942640172,0.015359858,CLAS omega
2.425,0.75,-0.455362331,2.926,0.039,1.664553496,0.022186462,CLAS omega
2.425,0.85,-0.279579455,7.142,0.087,4.062966873,0.049492876,CLAS omega
2.425,0.92,-0.156531442,37.88,4.481,21.54931184,2.549167538,CLAS omega
2.435,-0.84,-3.295009159,0.431,0.0475,0.241821141,0.026650822,CLAS omega
2.435,-0.75,-3.134601347,0.5494,0.0143,0.308251821,0.0080233,CLAS omega
2.435,-0.65,-2.956370445,0.4803,0.0124,0.269481888,0.006957267,CLAS omega
2.435,-0.55,-2.778139543,0.3713,0.0106,0.208325266,0.005947341,CLAS omega
2.435,-0.45,-2.599908641,0.2864,0.0096,0.160690429,0.005386271,CLAS omega
2.435,-0.35,-2.421677739,0.2829,0.0093,0.158726684,0.00521795,CLAS omega
2.435,-0.25,-2.243446837,0.3127,0.0101,0.175446568,0.005666806,CLAS omega
2.435,-0.15,-2.065215935,0.3637,0.0108,0.204061134,0.006059555,CLAS omega
2.435,-0.05,-1.886985034,0.4042,0.0114,0.226784466,0.006396197,CLAS omega
2.435,0.05,-1.708754132,0.3904,0.0114,0.219041701,0.006396197,CLAS omega
2.435,0.15,-1.53052323,0.4013,0.0117,0.225157364,0.006564518,CLAS omega
2.435,0.25,-1.352292328,0.4334,0.0123,0.243167709,0.00690116,CLAS omega
2.435,0.35,-1.174061426,0.5743,0.0152,0.322222462,0.008528263,CLAS omega
2.435,0.45,-0.995830524,0.7201,0.0169,0.404026458,0.009482082,CLAS omega
2.435,0.55,-0.817599622,1.044,0.022,0.585757009,0.012343539,CLAS omega
2.435,0.65,-0.63936872,1.563,0.026,0.876952304,0.014587818,CLAS omega
2.435,0.75,-0.461137818,2.909,0.039,1.632152432,0.021881727,CLAS omega
2.435,0.85,-0.282906916,7.01,0.087,3.933100223,0.048813084,CLAS omega
2.435,0.92,-0.158145285,23.18,1.71,13.00560102,0.959429584,CLAS omega
2.445,-0.84,-3.339887592,0.4734,0.0937,0.261998391,0.051857307,CLAS omega
2.445,-0.75,-3.177268273,0.5476,0.0141,0.303063623,0.007803501,CLAS omega
2.445,-0.65,-2.99658014,0.5173,0.0129,0.286294398,0.007139373,CLAS omega
2.445,-0.55,-2.815892008,0.3627,0.0103,0.200732608,0.00570043,CLAS omega
2.445,-0.45,-2.635203876,0.2821,0.0092,0.156125362,0.005091646,CLAS omega
2.445,-0.35,-2.454515743,0.2478,0.0081,0.137142377,0.004482862,CLAS omega
2.445,-0.25,-2.273827611,0.2862,0.009,0.158394465,0.004980958,CLAS omega
2.445,-0.15,-2.093139479,0.3461,0.0103,0.191545508,0.00570043,CLAS omega
2.445,-0.05,-1.912451347,0.3893,0.0111,0.215454106,0.006143182,CLAS omega
2.445,0.05,-1.731763214,0.3922,0.0113,0.217059081,0.00625387,CLAS omega
2.445,0.15,-1.551075082,0.4186,0.0114,0.231669891,0.006309213,CLAS omega
2.445,0.25,-1.37038695,0.4164,0.0113,0.230452324,0.00625387,CLAS omega
2.445,0.35,-1.189698817,0.5376,0.0139,0.297529225,0.007692813,CLAS omega
2.445,0.45,-1.009010685,0.7947,0.0175,0.439818592,0.009685196,CLAS omega
2.445,0.55,-0.828322553,1.031,0.021,0.570596412,0.011622235,CLAS omega
2.445,0.65,-0.647634421,1.543,0.026,0.853957579,0.014389434,CLAS omega
2.445,0.75,-0.466946288,2.861,0.038,1.583391208,0.021030712,CLAS omega
2.445,0.85,-0.286258156,7.637,0.094,4.226619592,0.052023339,CLAS omega
2.445,0.92,-0.159776463,13.64,0.583,7.548918585,0.322655391,CLAS omega
2.455,-0.83,-3.366630141,0.4442,0.0188,0.242527351,0.010264552,CLAS omega
2.455,-0.75,-3.220106461,0.4906,0.013,0.26786114,0.007097829,CLAS omega
2.455,-0.65,-3.03695186,0.4685,0.0118,0.255794831,0.006442645,CLAS omega
2.455,-0.55,-2.85379726,0.3581,0.0099,0.195517884,0.00540527,CLAS omega
2.455,-0.45,-2.670642659,0.2821,0.0092,0.154022885,0.005023079,CLAS omega
2.455,-0.35,-2.487488059,0.2455,0.008,0.134039767,0.004367895,CLAS omega
2.455,-0.25,-2.304333459,0.2903,0.0089,0.158499977,0.004859283,CLAS omega
2.455,-0.15,-2.121178858,0.3233,0.0095,0.176517543,0.005186875,CLAS omega
2.455,-0.05,-1.938024258,0.3545,0.01,0.193552332,0.005459868,CLAS omega
2.455,0.05,-1.754869657,0.3796,0.0107,0.207256601,0.005842059,CLAS omega
2.455,0.15,-1.571715057,0.397,0.0109,0.216756772,0.005951256,CLAS omega
2.455,0.25,-1.388560457,0.3894,0.0106,0.212607272,0.00578746,CLAS omega
2.455,0.35,-1.205405856,0.4718,0.0123,0.257596587,0.006715638,CLAS omega
2.455,0.45,-1.022251256,0.6655,0.0156,0.363354237,0.008517395,CLAS omega
2.455,0.55,-0.839096655,0.9728,0.0198,0.53113599,0.010810539,CLAS omega
2.455,0.65,-0.655942055,1.419,0.024,0.774755314,0.013103684,CLAS omega
2.455,0.75,-0.472787455,2.659,0.036,1.451778986,0.019655526,CLAS omega
2.455,0.85,-0.289632854,6.873,0.088,3.752567495,0.048046841,CLAS omega
2.455,0.92,-0.161424634,18.13,0.852,9.89874126,0.465180781,CLAS omega
2.465,-0.83,-3.411620391,0.4573,0.0208,0.246349818,0.011205065,CLAS omega
2.465,-0.75,-3.26311612,0.5206,0.0145,0.280449847,0.007811223,CLAS omega
2.465,-0.65,-3.077485781,0.4601,0.0127,0.247858192,0.006841554,CLAS omega
2.465,-0.55,-2.891855443,0.3487,0.0104,0.18784645,0.005602532,CLAS omega
2.465,-0.45,-2.706225105,0.2624,0.0093,0.141356204,0.005009957,CLAS omega
2.465,-0.35,-2.520594766,0.2435,0.0086,0.131174679,0.004632863,CLAS omega
2.465,-0.25,-2.334964428,0.2578,0.0089,0.138878161,0.004794475,CLAS omega
2.465,-0.15,-2.14933409,0.304,0.0099,0.163766334,0.00533318,CLAS omega
2.465,-0.05,-1.963703751,0.3315,0.0104,0.178580723,0.005602532,CLAS omega
2.465,0.05,-1.778073413,0.3375,0.0106,0.181812953,0.005710273,CLAS omega
2.465,0.15,-1.592443074,0.3536,0.0106,0.190486104,0.005710273,CLAS omega
2.465,0.25,-1.406812736,0.3775,0.011,0.203361155,0.005925756,CLAS omega
2.465,0.35,-1.221182398,0.4919,0.0132,0.264989012,0.007110907,CLAS omega
2.465,0.45,-1.035552059,0.7067,0.0173,0.380702856,0.009319597,CLAS omega
2.465,0.55,-0.849921721,0.9476,0.0215,0.510476902,0.011582158,CLAS omega
2.465,0.65,-0.664291383,1.336,0.025,0.719709942,0.013467626,CLAS omega
2.465,0.75,-0.478661044,2.572,0.038,1.385549379,0.020470792,CLAS omega
2.465,0.85,-0.293030706,6.37,0.088,3.431551144,0.047406044,CLAS omega
2.465,0.92,-0.163089469,14.7,0.671,7.918964178,0.361471086,CLAS omega
